"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年50週
"集計期間終了週",2011年50週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","97","93","190","418"
"RSウイルス感染症","78","67","145","264"
"咽頭結膜熱","61","56","117","264"
"Ａ群溶血性レンサ球菌咽頭炎","426","355","781","264"
"感染性胃腸炎","2740","2574","5314","264"
"水痘","380","351","731","264"
"手足口病","41","35","76","264"
"伝染性紅斑","41","48","89","264"
"突発性発しん","96","70","166","264"
"百日咳","8","6","14","264"
"ヘルパンギーナ","11","6","17","264"
"流行性耳下腺炎","48","39","87","264"
"不明発しん症","12","11","23","264"
"川崎病","4","1","5","264"
"急性出血性結膜炎","0","2","2","37"
"流行性角結膜炎","13","6","19","37"
"細菌性髄膜炎","0","3","3","25"
"無菌性髄膜炎","0","4","4","25"
"マイコプラズマ肺炎","14","27","41","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
