"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年41週
"集計期間終了週",2013年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","8","6","14","403"
"RSウイルス感染症","173","149","322","258"
"咽頭結膜熱","52","44","96","258"
"Ａ群溶血性レンサ球菌咽頭炎","163","139","302","258"
"感染性胃腸炎","498","398","896","258"
"水痘","77","92","169","258"
"手足口病","200","184","384","258"
"伝染性紅斑","13","15","28","258"
"突発性発しん","96","83","179","258"
"百日咳","0","0","0","258"
"ヘルパンギーナ","39","34","73","258"
"流行性耳下腺炎","31","19","50","258"
"不明発しん症","11","12","23","258"
"川崎病","3","1","4","258"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","8","2","10","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","0","4","4","25"
"クラミジア肺炎(オウム病は除く)","2","0","2","25"
"インフルエンザ入院","0","0","0","25"
