"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年41週
"集計期間終了週",2010年41週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","17","8","25","285"
"RSウイルス感染症","20","10","30","148"
"咽頭結膜熱","13","10","23","148"
"Ａ群溶血性レンサ球菌咽頭炎","72","66","138","148"
"感染性胃腸炎","265","210","475","148"
"水痘","54","50","104","148"
"手足口病","39","25","64","148"
"伝染性紅斑","26","31","57","148"
"突発性発しん","38","44","82","148"
"百日咳","2","1","3","148"
"ヘルパンギーナ","4","9","13","148"
"流行性耳下腺炎","32","35","67","148"
"不明発しん症","5","4","9","148"
"川崎病","0","0","0","148"
"急性出血性結膜炎","2","1","3","38"
"流行性角結膜炎","9","8","17","38"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","2","4","6","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
