"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年45週
"集計期間終了週",2003年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","6","7","13","142"
"Ａ群溶血性レンサ球菌咽頭炎","43","41","84","142"
"感染性胃腸炎","366","327","693","142"
"水痘","84","83","167","142"
"手足口病","20","14","34","142"
"伝染性紅斑","16","16","32","142"
"突発性発しん","31","35","66","142"
"百日咳","1","0","1","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","5","9","14","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","15","10","25","142"
"不明発しん症","4","6","10","142"
"川崎病","0","1","1","142"
"急性出血性結膜炎","0","1","1","14"
"流行性角結膜炎","7","5","12","14"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","2","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
