"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年4月"
"集計期間終了月","2011年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","9","1","0","7","0","0","0","0","0","0","",""
"中央区","11","2","1","2","0","0","0","0","0","0","",""
"みなと","11","21","9","5","0","1","10","1","0","0","",""
"新宿区","23","12","25","40","0","1","10","1","0","0","",""
"文京","4","0","2","3","0","0","5","2","1","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","0","0","0","3","0","0","2","1","0","0","",""
"江東区","10","9","1","8","0","0","0","0","0","0","",""
"品川区","2","0","0","1","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","1","0","0","4","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","0","0","0","",""
"渋谷区","6","5","1","3","0","1","0","0","0","0","",""
"中野区","5","0","0","3","0","0","0","0","0","0","",""
"杉並","2","0","0","1","0","0","1","0","0","0","",""
"池袋","9","10","3","4","0","0","1","1","0","0","",""
"北区","0","1","2","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","1","0","0","0","0","0","",""
"板橋区","0","0","2","2","0","0","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","0","2","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","7","0","0","",""
"江戸川","3","2","0","1","0","1","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","1","0","0","20","7","2","0","",""
"多摩小平","0","0","0","0","0","0","1","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","98","63","46","87","1","4","62","22","3","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年4月"
"集計期間終了月","2011年4月"
"性別","女性"

