"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年21週
"集計期間終了週",2010年21週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","11","18","286"
"RSウイルス感染症","6","3","9","149"
"咽頭結膜熱","30","18","48","149"
"Ａ群溶血性レンサ球菌咽頭炎","183","129","312","149"
"感染性胃腸炎","543","492","1035","149"
"水痘","155","171","326","149"
"手足口病","57","50","107","149"
"伝染性紅斑","31","23","54","149"
"突発性発しん","50","40","90","149"
"百日咳","7","13","20","149"
"ヘルパンギーナ","57","56","113","149"
"流行性耳下腺炎","63","57","120","149"
"不明発しん症","5","6","11","149"
"川崎病","0","1","1","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","8","8","16","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","3","5","8","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
