"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年29週
"集計期間終了週",2005年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","1","1","2","142"
"咽頭結膜熱","43","37","80","142"
"Ａ群溶血性レンサ球菌咽頭炎","84","46","130","142"
"感染性胃腸炎","188","156","344","142"
"水痘","68","69","137","142"
"手足口病","141","118","259","142"
"伝染性紅斑","28","30","58","142"
"突発性発しん","28","36","64","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","350","337","687","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","92","90","182","142"
"不明発しん症","0","4","4","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","8","17","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
