"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2013年37週
"集計期間終了週",2013年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","3","4","410"
"RSウイルス感染症","164","144","308","260"
"咽頭結膜熱","74","56","130","260"
"Ａ群溶血性レンサ球菌咽頭炎","119","99","218","260"
"感染性胃腸炎","466","398","864","260"
"水痘","56","74","130","260"
"手足口病","422","345","767","260"
"伝染性紅斑","7","9","16","260"
"突発性発しん","96","98","194","260"
"百日咳","0","1","1","260"
"ヘルパンギーナ","107","109","216","260"
"流行性耳下腺炎","31","14","45","260"
"不明発しん症","20","12","32","260"
"川崎病","3","1","4","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","6","7","13","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","3","3","25"
"マイコプラズマ肺炎","6","7","13","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"インフルエンザ入院","0","0","0","25"
