"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年15週
"集計期間終了週",2008年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","61","51","112","287"
"RSウイルス感染症","7","4","11","149"
"咽頭結膜熱","18","8","26","149"
"Ａ群溶血性レンサ球菌咽頭炎","122","136","258","149"
"感染性胃腸炎","573","528","1101","149"
"水痘","95","75","170","149"
"手足口病","4","3","7","149"
"伝染性紅斑","8","13","21","149"
"突発性発しん","57","58","115","149"
"百日咳","4","2","6","149"
"ヘルパンギーナ","3","2","5","149"
"流行性耳下腺炎","29","37","66","149"
"不明発しん症","7","9","16","149"
"川崎病","2","2","4","149"
"急性出血性結膜炎","1","1","2","38"
"流行性角結膜炎","5","2","7","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","4","5","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
