"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年40週
"集計期間終了週",2016年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","52","44","96","411"
"RSウイルス感染症","378","345","723","259"
"咽頭結膜熱","33","37","70","259"
"Ａ群溶血性レンサ球菌咽頭炎","221","178","399","259"
"感染性胃腸炎","635","535","1170","259"
"水痘","47","49","96","259"
"手足口病","290","208","498","259"
"伝染性紅斑","9","6","15","259"
"突発性発しん","83","74","157","259"
"百日咳","2","5","7","259"
"ヘルパンギーナ","227","211","438","259"
"流行性耳下腺炎","111","104","215","259"
"不明発しん症","14","11","25","259"
"川崎病","5","2","7","259"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","14","26","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","26","27","53","25"
"クラミジア肺炎(オウム病は除く)","3","0","3","25"
"感染性胃腸炎（ロタウイルス）","0","2","2","25"
"インフルエンザ入院","1","1","2","25"
