"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2001年2月"
"集計期間終了月","2001年2月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央","0","0","0","0","0","0","0","0","0","",""
"日本橋","1","2","0","1","0","0","0","0","0","",""
"みなと","12","3","2","7","0","0","0","0","0","",""
"新宿区","20","3","8","14","0","2","53","5","3","",""
"文京","0","0","0","0","0","0","11","5","0","",""
"台東","0","0","0","1","0","0","0","0","0","",""
"墨田区","2","0","0","1","0","0","1","0","0","",""
"江東区","20","3","3","17","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","6","0","0","",""
"渋谷区","8","0","1","10","0","0","0","3","0","",""
"中野区","5","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","22","6","2","2","0","1","3","0","0","",""
"長崎","0","0","0","0","0","0","0","0","0","",""
"北区","0","0","0","1","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","1","2","1","0","0","1","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","5","1","0","5","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"小岩","0","0","0","0","0","0","0","0","0","",""
"八王子","0","0","0","0","0","0","2","0","0","",""
"秋川","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"多摩川","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","2","2","2","6","0","0","0","0","0","",""
"村山大和","0","0","0","0","0","0","0","0","0","",""
"府中小金井","0","0","0","0","0","0","0","0","0","",""
"狛江調布","0","0","0","0","0","0","0","0","0","",""
