"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年42週
"集計期間終了週",2003年42週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","4","3","7","142"
"Ａ群溶血性レンサ球菌咽頭炎","25","30","55","142"
"感染性胃腸炎","194","189","383","142"
"水痘","39","35","74","142"
"手足口病","18","16","34","142"
"伝染性紅斑","9","10","19","142"
"突発性発しん","45","33","78","142"
"百日咳","1","2","3","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","12","11","23","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","12","6","18","142"
"不明発しん症","3","4","7","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","8","14","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","7","4","11","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","1","1","25"
