"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年50週"
"集計期間終了週","2023年50週"
"性別","男性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","28","10","0","1","11","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","5","","","","","",""
"中央区","26","8","0","6","4","18","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"みなと","61","7","0","6","17","23","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","3","4","","","","","",""
"新宿区","84","11","1","6","14","31","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"文京","47","11","0","14","14","22","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"台東","67","8","0","12","15","24","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","66","26","0","3","7","13","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","2","","","","","",""
"江東区","135","11","0","7","26","66","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","94","10","0","12","14","33","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","54","5","0","3","17","26","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","244","14","0","30","55","103","1","4","0","2","0","0","0","2","0","3","0","0","0","0","0","0","0","","","","","",""
"世田谷","206","29","0","11","50","91","5","2","1","3","0","2","1","0","0","0","0","0","0","0","0","3","3","","","","","",""
"渋谷区","48","9","0","0","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"中野区","122","15","0","6","38","38","2","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","151","14","3","11","18","74","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","5","2","","","","","",""
"池袋","90","11","0","4","3","17","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北区","103","17","0","16","31","39","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","90","10","0","16","15","44","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","144","18","0","6","14","44","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","2","4","","","","","",""
"練馬区","206","18","0","12","41","55","11","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","142","32","1","46","20","77","0","0","0","5","0","0","1","1","0","2","0","0","0","0","0","0","0","","","","","",""
"葛飾区","106","9","0","13","16","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","","","","","",""
"江戸川","156","25","0","43","83","95","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","369","19","0","39","55","83","0","16","2","0","0","1","0","0","1","2","0","0","0","0","0","0","1","","","","","",""
"町田市","175","20","0","2","29","27","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","189","34","0","3","13","15","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","3","2","","","","","",""
"南多摩","156","21","1","10","14","27","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","249","26","0","19","57","45","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"多摩府中","403","39","0","48","101","126","9","0","2","5","0","0","1","0","0","1","0","0","1","0","0","3","9","","","","","",""
"多摩小平","316","22","0","55","74","98","0","6","0","2","0","0","0","0","0","2","0","0","0","0","0","6","2","","","","","",""
"島しょ","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4352","510","6","460","869","1414","48","57","8","33","4","7","3","4","2","15","1","1","1","0","0","33","45","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年50週"
"集計期間終了週","2023年50週"
"性別","女性"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","22","8","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"中央区","20","6","0","5","6","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","59","9","0","9","16","16","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"新宿区","100","8","1","8","10","22","1","1","0","0","0","0","0","0","0","4","0","0","0","0","0","0","2","","","","","",""
"文京","47","5","0","10","14","19","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"台東","60","3","0","15","18","25","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","80","25","0","5","12","14","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","","","","","",""
"江東区","131","17","0","1","14","54","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","70","18","0","7","26","30","2","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","56","9","0","3","18","19","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
