"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年7月"
"集計期間終了月","2010年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","1","0"
"1～4歳","0","0","0","0","0","0","4","18","0"
"5～9歳","0","0","0","0","0","0","1","4","0"
"10～14歳","0","0","0","0","0","0","2","1","0"
"15～19歳","1","0","0","1","0","0","0","0","0"
"20～24歳","12","3","7","17","0","1","0","0","0"
"25～29歳","23","9","7","21","0","1","2","0","0"
"30～34歳","22","12","11","13","0","1","0","1","0"
"35～39歳","18","9","12","14","0","0","0","0","0"
"40～44歳","12","4","9","14","1","2","0","0","1"
"45～49歳","12","10","7","5","0","0","2","1","0"
"50～54歳","5","7","0","2","0","0","5","0","0"
"55～59歳","4","1","1","1","0","0","4","1","0"
"60～64歳","3","1","1","4","0","0","5","0","0"
"65～69歳","0","2","0","1","0","0","7","2","0"
"70歳以上","0","3","0","0","0","1","32","7","3"
"合計","112","61","55","93","1","6","77","36","4"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年7月"
"集計期間終了月","2010年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","3","0"
"1～4歳","0","0","0","0","0","0","5","8","0"
"5～9歳","0","0","0","0","0","0","1","2","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","6","1","1","3","0","0","0","0","0"
"20～24歳","20","11","10","5","1","0","0","1","0"
"25～29歳","28","9","7","7","2","0","0","0","0"
"30～34歳","17","7","3","3","2","0","2","0","0"
"35～39歳","6","2","4","2","1","0","3","0","0"
"40～44歳","4","5","0","0","2","0","1","0","0"
"45～49歳","1","0","0","0","2","0","0","0","0"
"50～54歳","1","3","0","0","1","0","0","0","0"
"55～59歳","0","2","0","0","0","0","0","0","0"
"60～64歳","0","2","0","0","0","0","1","1","0"
"65～69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","26","4","1"
"合計","83","43","25","20","11","0","65","19","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2010年7月"
"集計期間終了月","2010年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","34","4","0"
"1～4歳","0","0","0","0","0","0","9","26","0"
"5～9歳","0","0","0","0","0","0","2","6","0"
"10～14歳","0","0","0","0","0","0","3","1","0"
"15～19歳","7","1","1","4","0","0","0","0","0"
"20～24歳","32","14","17","22","1","1","0","1","0"
"25～29歳","51","18","14","28","2","1","2","0","0"
"30～34歳","39","19","14","16","2","1","2","1","0"
"35～39歳","24","11","16","16","1","0","3","0","0"
"40～44歳","16","9","9","14","3","2","1","0","1"
"45～49歳","13","10","7","5","2","0","2","1","0"
"50～54歳","6","10","0","2","1","0","5","0","0"
"55～59歳","4","3","1","1","0","0","4","1","0"
"60～64歳","3","3","1","4","0","0","6","1","0"
"65～69歳","0","3","0","1","0","0","11","2","0"
"70歳以上","0","3","0","0","0","1","58","11","4"
"合計","195","104","80","113","12","6","142","55","5"
"定点数","53","53","53","53","53","53","24","24","24"


