"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年12月"
"集計期間終了月","2012年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","34","41","18","24","0","1","8","3","0","0","",""
"区南部","11","3","4","4","0","0","1","0","0","0","",""
"区西南部","8","0","0","2","0","0","6","1","0","0","",""
"区西部","20","2","21","23","0","10","10","3","0","0","",""
"区西北部","15","5","6","8","0","1","8","1","2","0","",""
"区東北部","4","0","0","0","0","0","2","4","0","0","",""
"区東部","12","4","6","11","0","0","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","2","0","0","8","6","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","105","55","55","74","0","12","45","20","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年12月"
"集計期間終了月","2012年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","8","9","10","2","2","0","4","3","0","0","",""
"区南部","7","1","0","0","0","1","2","0","0","0","",""
"区西南部","3","7","2","0","0","0","1","0","0","0","",""
"区西部","4","9","8","4","2","1","6","2","0","0","",""
"区西北部","14","8","1","3","0","0","2","2","0","0","",""
"区東北部","6","2","0","0","0","0","2","1","0","0","",""
"区東部","4","3","1","0","1","0","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","4","0","0","0","0","0","0","0","0","",""
"北多摩西部","10","3","0","1","3","0","0","0","0","0","",""
"北多摩南部","1","0","2","0","0","0","8","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","63","46","24","10","8","2","26","15","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年12月"
"集計期間終了月","2012年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","42","50","28","26","2","1","12","6","0","0","10","4"
"区南部","18","4","4","4","0","1","3","0","0","0","3","1"
"区西南部","11","7","2","2","0","0","7","1","0","0","5","3"
"区西部","24","11","29","27","2","11","16","5","0","0","11","4"
"区西北部","29","13","7","11","0","1","10","3","2","0","6","2"
"区東北部","10","2","0","0","0","0","4","5","0","0","3","1"
"区東部","16","7","7","11","1","0","3","0","0","0","5","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","6","4","0","0","0","0","0","0","0","0","5","1"
"北多摩西部","10","3","0","1","3","0","0","0","0","0","2","1"
"北多摩南部","2","0","2","2","0","0","16","13","0","0","3","3"
"北多摩北部","0","0","0","0","0","0","0","2","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","168","101","79","84","8","14","71","35","2","0","54","25"


