"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年44週
"集計期間終了週",2005年44週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","1","2","178"
"RSウイルス感染症","19","13","32","142"
"咽頭結膜熱","25","20","45","142"
"Ａ群溶血性レンサ球菌咽頭炎","82","66","148","142"
"感染性胃腸炎","252","264","516","142"
"水痘","49","49","98","142"
"手足口病","29","22","51","142"
"伝染性紅斑","7","16","23","142"
"突発性発しん","46","47","93","142"
"百日咳","0","0","0","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","12","19","31","142"
"麻しん（成人麻しん以外）","1","1","2","142"
"流行性耳下腺炎","94","72","166","142"
"不明発しん症","4","4","8","142"
"川崎病","2","0","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","4","2","6","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
