"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年47週
"集計期間終了週",2012年47週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","43","57","100","417"
"RSウイルス感染症","77","73","150","263"
"咽頭結膜熱","51","48","99","263"
"Ａ群溶血性レンサ球菌咽頭炎","281","240","521","263"
"感染性胃腸炎","2089","2089","4178","263"
"水痘","187","149","336","263"
"手足口病","66","58","124","263"
"伝染性紅斑","3","3","6","263"
"突発性発しん","81","71","152","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","11","10","21","263"
"流行性耳下腺炎","34","22","56","263"
"不明発しん症","16","12","28","263"
"川崎病","3","3","6","263"
"急性出血性結膜炎","0","2","2","39"
"流行性角結膜炎","9","5","14","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","1","3","25"
"マイコプラズマ肺炎","8","10","18","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
