"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年48週"
"集計期間終了週","2005年48週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","6","6","32","78","10","1","1","9","0","0","0","0","6","1","0","0","3","0","0","1","0","0","","","","","",""
"区南部","0","0","2","20","161","17","4","2","8","0","0","1","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","4","91","17","0","4","5","0","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","4","5","0","10","111","11","0","1","4","0","0","0","0","9","1","0","0","1","0","0","0","0","0","","","","","",""
"区西北部","4","1","3","12","91","14","3","0","4","0","0","0","0","9","4","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","2","0","4","14","64","6","1","6","2","0","0","1","0","7","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","14","3","6","29","150","4","0","3","2","0","0","1","0","12","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","2","38","4","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","7","1","29","55","10","2","0","4","0","0","2","0","9","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","24","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","0","4","30","6","1","3","4","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","1","13","4","13","26","14","0","2","8","0","0","2","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","27","36","29","169","919","118","13","22","50","0","0","7","0","79","10","0","0","6","0","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年48週"
"集計期間終了週","2005年48週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","6","5","16","71","11","1","2","4","0","0","0","0","3","1","0","0","3","0","0","1","0","0","","","","","",""
"区南部","1","2","3","18","141","9","1","1","3","0","0","1","0","11","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","6","86","10","0","4","3","0","0","0","0","3","1","0","0","0","1","0","0","0","0","","","","","",""
"区西部","6","4","0","5","109","12","1","1","2","0","0","0","0","7","2","0","0","1","0","0","1","0","0","","","","","",""
"区西北部","2","1","3","9","72","10","2","4","7","0","0","0","0","12","4","0","0","0","0","0","1","0","0","","","","","",""
"区東北部","3","0","3","12","61","7","1","5","2","0","0","1","0","3","1","0","0","1","0","0","0","0","0","","","","","",""
"区東部","8","3","12","32","138","7","2","3","5","0","0","1","0","19","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","3","1","4","40","5","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","4","1","24","41","11","3","0","4","0","0","1","0","11","2","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","2","19","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","0","3","38","4","1","2","4","0","0","0","0","7","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","1","7","11","1","30","7","0","1","1","0","0","2","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","23","31","40","132","846","94","13","23","37","0","0","6","1","81","12","0","0","8","1","0","3","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2005年48週"
"集計期間終了週","2005年48週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
