"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年14週
"集計期間終了週",2007年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","782","823","1605","282"
"RSウイルス感染症","4","3","7","147"
"咽頭結膜熱","20","14","34","147"
"Ａ群溶血性レンサ球菌咽頭炎","103","77","180","147"
"感染性胃腸炎","431","347","778","147"
"水痘","94","102","196","147"
"手足口病","2","5","7","147"
"伝染性紅斑","37","35","72","147"
"突発性発しん","37","45","82","147"
"百日咳","1","0","1","147"
"風しん","0","0","0","147"
"ヘルパンギーナ","2","0","2","147"
"麻しん（成人麻しん以外）","2","5","7","147"
"流行性耳下腺炎","23","10","33","147"
"不明発しん症","3","6","9","147"
"川崎病","2","0","2","147"
"急性出血性結膜炎","1","4","5","39"
"流行性角結膜炎","15","7","22","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","1","1","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"成人麻しん","1","1","2","24"
