"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年39週
"集計期間終了週",2018年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","43","28","71","413"
"RSウイルス感染症","180","146","326","259"
"咽頭結膜熱","23","28","51","259"
"Ａ群溶血性レンサ球菌咽頭炎","202","172","374","259"
"感染性胃腸炎","477","414","891","259"
"水痘","33","24","57","259"
"手足口病","156","152","308","259"
"伝染性紅斑","103","124","227","259"
"突発性発しん","67","51","118","259"
"ヘルパンギーナ","93","72","165","259"
"流行性耳下腺炎","16","11","27","259"
"不明発しん症","16","12","28","259"
"川崎病","1","3","4","259"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","8","6","14","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","1","2","3","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
