"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年29週
"集計期間終了週",2022年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","3","6","410"
"RSウイルス感染症","221","178","399","257"
"咽頭結膜熱","22","14","36","257"
"Ａ群溶血性レンサ球菌咽頭炎","21","16","37","257"
"感染性胃腸炎","432","363","795","257"
"水痘","14","13","27","257"
"手足口病","415","381","796","257"
"伝染性紅斑","0","2","2","257"
"突発性発しん","27","32","59","257"
"ヘルパンギーナ","133","121","254","257"
"流行性耳下腺炎","3","3","6","257"
"不明発しん症","5","1","6","257"
"川崎病","2","1","3","257"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","2","7","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","2","2","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
