"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年10週
"集計期間終了週",2008年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","415","434","849","286"
"RSウイルス感染症","10","3","13","150"
"咽頭結膜熱","14","12","26","150"
"Ａ群溶血性レンサ球菌咽頭炎","210","177","387","150"
"感染性胃腸炎","1228","1109","2337","150"
"水痘","96","83","179","150"
"手足口病","1","2","3","150"
"伝染性紅斑","10","9","19","150"
"突発性発しん","44","37","81","150"
"百日咳","1","2","3","150"
"ヘルパンギーナ","0","1","1","150"
"流行性耳下腺炎","36","23","59","150"
"不明発しん症","8","1","9","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","3","1","4","39"
"流行性角結膜炎","8","13","21","39"
"細菌性髄膜炎","1","0","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","3","2","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
