"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年30週
"集計期間終了週",2016年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","4","5","414"
"RSウイルス感染症","34","32","66","260"
"咽頭結膜熱","80","61","141","260"
"Ａ群溶血性レンサ球菌咽頭炎","296","216","512","260"
"感染性胃腸炎","650","547","1197","260"
"水痘","42","42","84","260"
"手足口病","118","107","225","260"
"伝染性紅斑","22","17","39","260"
"突発性発しん","62","72","134","260"
"百日咳","1","5","6","260"
"ヘルパンギーナ","829","770","1599","260"
"流行性耳下腺炎","149","111","260","260"
"不明発しん症","13","12","25","260"
"川崎病","2","2","4","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","19","20","39","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","14","8","22","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
