"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年7月"
"集計期間終了月","2021年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","7","7","8","0","0","7","0","0","",""
"区南部","2","2","1","1","0","0","0","0","0","",""
"区西南部","21","3","5","10","0","0","3","0","0","",""
"区西部","43","8","20","27","0","0","11","1","0","",""
"区西北部","11","2","3","12","0","0","2","0","0","",""
"区東北部","0","0","0","0","0","0","3","0","0","",""
"区東部","18","8","4","13","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","21","2","0","",""
"北多摩北部","0","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","",""
"合計","107","30","40","72","0","0","50","3","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年7月"
"集計期間終了月","2021年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","14","3","4","18","2","0","2","0","0","",""
"区南部","2","0","0","0","0","0","0","0","0","",""
"区西南部","11","6","4","3","0","0","0","0","0","",""
"区西部","15","7","28","8","1","0","10","0","0","",""
"区西北部","8","2","2","2","2","0","4","0","0","",""
"区東北部","7","0","0","1","1","0","3","0","0","",""
"区東部","6","0","0","3","0","0","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","5","2","0","0","0","0","2","0","0","",""
"北多摩西部","16","1","3","1","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","7","2","0","",""
"北多摩北部","1","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","85","21","41","36","7","0","30","2","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2021年7月"
"集計期間終了月","2021年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","25","10","11","26","2","0","9","0","0","10","4"
"区南部","4","2","1","1","0","0","0","0","0","3","1"
"区西南部","32","9","9","13","0","0","3","0","0","5","3"
"区西部","58","15","48","35","1","0","21","1","0","11","4"
"区西北部","19","4","5","14","2","0","6","0","0","6","2"
"区東北部","7","0","0","1","1","0","6","0","0","3","1"
"区東部","24","8","4","16","0","0","4","0","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","5","2","0","0","0","0","2","0","0","5","1"
"北多摩西部","17","1","3","1","1","0","0","0","0","2","1"
"北多摩南部","0","0","0","1","0","0","28","4","0","3","3"
"北多摩北部","1","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","1"
"合計","192","51","81","108","7","0","80","5","0","55","25"


