"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年7月"
"集計期間終了月","2012年7月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","44","30","22","25","0","1","10","3","0","0","",""
"区南部","4","3","2","6","0","0","0","0","0","0","",""
"区西南部","9","5","2","4","0","1","4","0","0","0","",""
"区西部","48","21","0","27","0","5","10","0","1","0","",""
"区西北部","14","3","7","8","0","0","6","2","0","0","",""
"区東北部","2","0","0","1","0","0","4","8","1","0","",""
"区東部","11","1","2","6","0","0","3","1","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","1","0","",""
"北多摩西部","1","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","17","1","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","134","63","35","77","0","7","56","16","4","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年7月"
"集計期間終了月","2012年7月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","8","7","6","1","1","0","3","0","0","0","",""
"区南部","6","0","0","0","0","0","0","0","0","0","",""
"区西南部","3","6","3","0","0","0","1","2","0","0","",""
"区西部","14","18","2","6","2","0","6","3","0","0","",""
"区西北部","21","8","2","1","2","0","5","1","0","0","",""
"区東北部","8","0","1","2","2","0","8","12","0","0","",""
"区東部","8","2","1","0","3","1","2","2","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","4","0","0","0","0","0","0","0","0","",""
"北多摩西部","5","2","0","3","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","28","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","88","47","15","13","11","1","53","24","0","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2012年7月"
"集計期間終了月","2012年7月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","52","37","28","26","1","1","13","3","0","0","10","4"
"区南部","10","3","2","6","0","0","0","0","0","0","3","1"
"区西南部","12","11","5","4","0","1","5","2","0","0","5","3"
"区西部","62","39","2","33","2","5","16","3","1","0","11","4"
"区西北部","35","11","9","9","2","0","11","3","0","0","6","2"
"区東北部","10","0","1","3","2","0","12","20","1","0","3","1"
"区東部","19","3","3","6","3","1","5","3","1","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","15","4","0","0","0","0","0","0","1","0","5","1"
"北多摩西部","6","2","0","3","1","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","0","0","0","45","1","0","0","2","2"
"北多摩北部","0","0","0","0","0","0","2","5","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","222","110","50","90","11","8","109","40","4","0","54","24"


