"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年13週
"集計期間終了週",2014年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1937","1943","3880","412"
"RSウイルス感染症","21","14","35","260"
"咽頭結膜熱","33","23","56","260"
"Ａ群溶血性レンサ球菌咽頭炎","248","204","452","260"
"感染性胃腸炎","570","555","1125","260"
"水痘","93","98","191","260"
"手足口病","5","3","8","260"
"伝染性紅斑","27","28","55","260"
"突発性発しん","68","66","134","260"
"百日咳","1","1","2","260"
"ヘルパンギーナ","0","1","1","260"
"流行性耳下腺炎","15","11","26","260"
"不明発しん症","5","11","16","260"
"川崎病","6","1","7","260"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","9","8","17","37"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","2","3","5","25"
"インフルエンザ入院","11","15","26","25"
