"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2023年18週"
"集計期間終了週","2023年18週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","9","1","0","4","2","0","2","0","1","6","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","4","2","3","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","7","0","0","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","5","3","0","3","18","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","12","5","0","0","28","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","0","3","17","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","2","0","4","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","2","3","3","35","3","2","0","2","0","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","25","3","2","7","42","0","2","1","0","0","0","0","0","0","1","1","0","0","0","0","0","","","","","",""
"渋谷区","3","0","0","0","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","5","0","0","7","21","1","2","0","1","1","1","0","0","1","1","0","0","0","0","0","0","","","","","",""
"杉並","8","1","1","5","19","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
