"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","16","3","5","12","0","0","0","0","2","0","",""
"中央区","12","5","0","0","0","0","0","0","0","0","",""
"みなと","12","30","8","6","0","0","2","0","0","0","",""
"新宿区","29","15","26","20","0","5","8","6","0","0","",""
"文京","4","1","1","1","0","0","1","2","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","1","0","2","0","0","4","0","0","0","",""
"江東区","12","4","2","7","0","0","0","0","0","0","",""
"品川区","4","2","0","6","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","0","0","0","3","0","0","0","",""
"世田谷","0","0","0","0","0","0","3","1","1","0","",""
"渋谷区","4","2","0","0","1","1","0","0","0","0","",""
"中野区","4","1","0","0","0","1","0","0","0","0","",""
"杉並","2","0","0","2","0","0","1","0","0","0","",""
"池袋","10","5","3","5","0","2","0","4","0","0","",""
"北区","1","0","3","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","0","0","1","0","0","3","0","1","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","5","4","0","0","",""
"江戸川","3","1","0","1","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","1","0","0","8","15","0","0","",""
"多摩小平","0","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","122","70","48","64","1","9","38","34","4","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","1","0","0","0","0","0","2","0","1","0","",""
"中央区","0","0","0","0","0","0","0","0","0","0","",""
"みなと","2","7","4","0","0","1","2","0","0","0","",""
"新宿区","9","7","5","2","2","0","5","1","0","0","",""
"文京","0","1","0","0","0","1","0","2","0","0","",""
"台東","0","2","0","0","0","0","0","0","0","0","",""
"墨田区","1","1","2","0","0","0","1","2","0","0","",""
"江東区","0","0","0","0","2","1","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","3","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","2","0","0","",""
"渋谷区","7","7","3","0","0","0","0","0","0","0","",""
"中野区","1","1","1","0","0","0","0","0","0","0","",""
"杉並","1","0","1","0","0","0","1","0","0","0","",""
"池袋","11","4","5","1","0","0","2","1","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","3","2","0","0","0","0","0","0","0","0","",""
"板橋区","5","3","0","0","0","1","2","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","2","0","1","0","2","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","1","4","0","0","",""
"江戸川","8","3","1","2","0","0","0","0","0","0","",""
"八王子市","10","1","0","0","1","0","0","0","0","0","",""
"町田市","3","0","0","0","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","8","0","1","1","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","1","6","0","0","",""
"多摩小平","0","0","0","0","0","0","1","2","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","75","39","24","6","8","4","20","20","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2013年5月"
"集計期間終了月","2013年5月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","17","3","5","12","0","0","2","0","3","0","2","2"
"中央区","12","5","0","0","0","0","0","0","0","0","3","0"
"みなと","14","37","12","6","0","1","4","0","0","0","2","1"
"新宿区","38","22","31","22","2","5","13","7","0","0","7","2"
"文京","4","2","1","1","0","1","1","4","0","0","1","1"
"台東","0","2","0","0","0","0","0","0","0","0","2","0"
"墨田区","4","2","2","2","0","0","5","2","0","0","2","1"
"江東区","12","4","2","7","2","1","0","0","0","0","2","0"
"品川区","4","2","0","6","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","5","0","0","0","0","0","3","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","3","1","0","0","2"
"渋谷区","11","9","3","0","1","1","0","0","0","0","4","1"
"中野区","5","2","1","0","0","1","0","0","0","0","2","1"
"杉並","3","0","1","2","0","0","2","0","0","0","2","1"
"池袋","21","9","8","6","0","2","2","5","0","0","3","1"
"北区","1","0","3","0","0","0","0","0","0","0","1","0"
"荒川区","3","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","6","3","0","1","0","1","5","0","1","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","3","0","1","0","2","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","6","8","0","0","0","1"
"江戸川","11","4","1","3","0","0","0","0","0","0","2","0"
"八王子市","10","1","0","0","1","0","0","0","0","0","4","1"
"町田市","3","0","0","0","1","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","9","0","1","1","0","0","0","0","0","0","2","1"
"多摩府中","1","0","0","1","0","0","9","21","0","0","3","2"
"多摩小平","0","0","0","0","0","0","1","4","0","0","1","2"
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1"
"合計","197","109","72","70","9","13","58","54","5","0","54","24"


