"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年30週
"集計期間終了週",2020年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","413"
"RSウイルス感染症","0","0","0","260"
"咽頭結膜熱","8","12","20","260"
"Ａ群溶血性レンサ球菌咽頭炎","76","65","141","260"
"感染性胃腸炎","328","239","567","260"
"水痘","14","10","24","260"
"手足口病","7","12","19","260"
"伝染性紅斑","1","2","3","260"
"突発性発しん","81","51","132","260"
"ヘルパンギーナ","7","7","14","260"
"流行性耳下腺炎","6","4","10","260"
"不明発しん症","10","4","14","260"
"川崎病","0","0","0","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","5","1","6","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","1","0","1","24"
"マイコプラズマ肺炎","0","0","0","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"感染性胃腸炎（ロタウイルス）","0","0","0","24"
"インフルエンザ入院","0","0","0","24"
