"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年14週
"集計期間終了週",2008年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","51","70","121","287"
"RSウイルス感染症","4","2","6","150"
"咽頭結膜熱","12","14","26","150"
"Ａ群溶血性レンサ球菌咽頭炎","98","93","191","150"
"感染性胃腸炎","597","555","1152","150"
"水痘","83","95","178","150"
"手足口病","3","1","4","150"
"伝染性紅斑","9","15","24","150"
"突発性発しん","41","51","92","150"
"百日咳","5","1","6","150"
"ヘルパンギーナ","0","1","1","150"
"流行性耳下腺炎","21","21","42","150"
"不明発しん症","5","4","9","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","9","3","12","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","1","0","1","23"
"マイコプラズマ肺炎","2","1","3","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
