"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年40週
"集計期間終了週",2021年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","413"
"RSウイルス感染症","9","17","26","260"
"咽頭結膜熱","16","7","23","260"
"Ａ群溶血性レンサ球菌咽頭炎","35","23","58","260"
"感染性胃腸炎","351","267","618","260"
"水痘","17","9","26","260"
"手足口病","37","25","62","260"
"伝染性紅斑","3","2","5","260"
"突発性発しん","52","51","103","260"
"ヘルパンギーナ","90","80","170","260"
"流行性耳下腺炎","11","4","15","260"
"不明発しん症","3","5","8","260"
"川崎病","3","3","6","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","4","10","38"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
