"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年17週
"集計期間終了週",2007年17週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","233","228","461","276"
"RSウイルス感染症","3","3","6","143"
"咽頭結膜熱","30","35","65","143"
"Ａ群溶血性レンサ球菌咽頭炎","183","163","346","143"
"感染性胃腸炎","427","373","800","143"
"水痘","120","109","229","143"
"手足口病","10","7","17","143"
"伝染性紅斑","40","43","83","143"
"突発性発しん","62","67","129","143"
"百日咳","0","0","0","143"
"風しん","0","1","1","143"
"ヘルパンギーナ","3","9","12","143"
"麻しん（成人麻しん以外）","6","6","12","143"
"流行性耳下腺炎","23","13","36","143"
"不明発しん症","10","5","15","143"
"川崎病","1","0","1","143"
"急性出血性結膜炎","0","2","2","38"
"流行性角結膜炎","12","16","28","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","5","11","16","25"
