"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年48週
"集計期間終了週",2023年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3277","2982","6259","415"
"新型コロナウイルス感染症（COVID-19）","370","414","784","415"
"RSウイルス感染症","3","2","5","261"
"咽頭結膜熱","517","431","948","261"
"Ａ群溶血性レンサ球菌咽頭炎","789","608","1397","261"
"感染性胃腸炎","1017","859","1876","261"
"水痘","29","28","57","261"
"手足口病","65","53","118","261"
"伝染性紅斑","8","2","10","261"
"突発性発しん","35","29","64","261"
"ヘルパンギーナ","5","5","10","261"
"流行性耳下腺炎","8","4","12","261"
"不明発しん症","6","6","12","261"
"川崎病","2","0","2","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","22","15","37","39"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","2","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","23","16","39","25"
"COVID-19入院","30","26","56","25"
