"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年3週
"集計期間終了週",2024年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3527","3198","6725","414"
"新型コロナウイルス感染症（COVID-19）","1704","1744","3448","414"
"RSウイルス感染症","5","1","6","261"
"咽頭結膜熱","106","80","186","261"
"Ａ群溶血性レンサ球菌咽頭炎","569","485","1054","261"
"感染性胃腸炎","1461","1324","2785","261"
"水痘","26","17","43","261"
"手足口病","9","7","16","261"
"伝染性紅斑","9","9","18","261"
"突発性発しん","34","28","62","261"
"ヘルパンギーナ","2","1","3","261"
"流行性耳下腺炎","11","4","15","261"
"不明発しん症","0","0","0","261"
"川崎病","4","2","6","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","7","18","39"
"細菌性髄膜炎","1","2","3","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","24","27","51","25"
"COVID-19入院","82","75","157","25"
