"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年34週
"集計期間終了週",2018年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","399"
"RSウイルス感染症","182","196","378","248"
"咽頭結膜熱","25","34","59","248"
"Ａ群溶血性レンサ球菌咽頭炎","156","158","314","248"
"感染性胃腸炎","456","376","832","248"
"水痘","26","31","57","248"
"手足口病","106","95","201","248"
"伝染性紅斑","128","148","276","248"
"突発性発しん","70","56","126","248"
"ヘルパンギーナ","204","204","408","248"
"流行性耳下腺炎","13","0","13","248"
"不明発しん症","17","23","40","248"
"川崎病","6","1","7","248"
"急性出血性結膜炎","0","1","1","36"
"流行性角結膜炎","25","25","50","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","4","5","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","0","1","25"
