"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年33週
"集計期間終了週",2019年33週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","25","36","61","358"
"RSウイルス感染症","190","174","364","221"
"咽頭結膜熱","18","18","36","221"
"Ａ群溶血性レンサ球菌咽頭炎","82","76","158","221"
"感染性胃腸炎","219","170","389","221"
"水痘","31","22","53","221"
"手足口病","324","281","605","221"
"伝染性紅斑","17","9","26","221"
"突発性発しん","22","35","57","221"
"ヘルパンギーナ","140","127","267","221"
"流行性耳下腺炎","5","3","8","221"
"不明発しん症","6","3","9","221"
"川崎病","0","0","0","221"
"急性出血性結膜炎","0","0","0","31"
"流行性角結膜炎","6","5","11","31"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","0","2","25"
