"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年37週"
"集計期間終了週","2023年37週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","2","18","2","1","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","11","51","6","8","0","28","0","11","1","7","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","29","57","4","36","5","94","0","48","2","26","19","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","67","35","2","38","9","59","0","58","1","6","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","63","32","1","37","16","54","0","54","1","1","12","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","80","41","1","36","34","36","1","30","0","1","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","118","60","0","36","32","44","1","18","1","0","7","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","133","91","0","22","43","32","2","12","1","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","194","100","0","7","34","27","1","3","0","0","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","211","121","0","1","22","30","1","4","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
