"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年12週
"集計期間終了週",2012年12週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2446","2506","4952","417"
"RSウイルス感染症","18","13","31","263"
"咽頭結膜熱","29","30","59","263"
"Ａ群溶血性レンサ球菌咽頭炎","207","179","386","263"
"感染性胃腸炎","1075","945","2020","263"
"水痘","168","183","351","263"
"手足口病","2","7","9","263"
"伝染性紅斑","21","7","28","263"
"突発性発しん","57","48","105","263"
"百日咳","3","1","4","263"
"ヘルパンギーナ","2","1","3","263"
"流行性耳下腺炎","22","22","44","263"
"不明発しん症","10","4","14","263"
"川崎病","1","2","3","263"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","6","4","10","38"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","3","3","24"
"マイコプラズマ肺炎","8","7","15","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","5","12","17","25"
