"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","3","0"
"1～4歳","0","0","0","0","0","0","4","4","1"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","1","0","0"
"15～19歳","7","2","2","5","0","1","1","0","0"
"20～24歳","32","6","6","17","0","0","1","1","0"
"25～29歳","28","13","7","19","0","0","2","0","0"
"30～34歳","17","13","2","14","0","0","3","0","0"
"35～39歳","15","10","5","15","0","1","2","0","0"
"40～44歳","9","3","3","4","0","1","5","0","0"
"45～49歳","6","3","3","1","1","1","2","0","0"
"50～54歳","2","4","0","2","0","0","4","0","1"
"55～59歳","1","1","0","1","0","0","7","1","2"
"60～64歳","0","1","0","1","0","1","7","0","1"
"65～69歳","0","1","0","0","0","1","5","1","0"
"70歳以上","0","1","0","0","0","0","31","2","3"
"合計","117","58","28","79","1","6","81","13","8"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","4","0"
"1～4歳","0","0","0","0","0","0","0","2","0"
"5～9歳","0","0","0","0","0","0","1","0","0"
"10～14歳","0","0","0","0","1","0","0","0","0"
"15～19歳","9","3","2","2","1","0","1","0","0"
"20～24歳","51","8","6","9","5","1","4","0","0"
"25～29歳","39","2","5","7","6","1","2","0","0"
"30～34歳","20","2","1","2","3","0","0","0","0"
"35～39歳","11","0","0","2","4","1","2","0","0"
"40～44歳","4","2","1","0","0","0","1","0","1"
"45～49歳","2","0","0","1","0","0","1","0","0"
"50～54歳","0","1","0","0","1","0","0","0","0"
"55～59歳","0","0","0","0","0","0","1","1","0"
"60～64歳","0","1","0","0","1","0","2","0","0"
"65～69歳","0","0","0","0","1","0","3","0","0"
"70歳以上","0","0","0","0","0","0","18","3","0"
"合計","136","19","15","23","23","3","37","10","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2000年9月"
"集計期間終了月","2000年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","7","0"
"1～4歳","0","0","0","0","0","0","4","6","1"
"5～9歳","0","0","0","0","0","0","2","1","0"
"10～14歳","0","0","0","0","1","0","1","0","0"
"15～19歳","16","5","4","7","1","1","2","0","0"
"20～24歳","83","14","12","26","5","1","5","1","0"
"25～29歳","67","15","12","26","6","1","4","0","0"
"30～34歳","37","15","3","16","3","0","3","0","0"
"35～39歳","26","10","5","17","4","2","4","0","0"
"40～44歳","13","5","4","4","0","1","6","0","1"
"45～49歳","8","3","3","2","1","1","3","0","0"
"50～54歳","2","5","0","2","1","0","4","0","1"
"55～59歳","1","1","0","1","0","0","8","2","2"
"60～64歳","0","2","0","1","1","1","9","0","1"
"65～69歳","0","1","0","0","1","1","8","1","0"
"70歳以上","0","1","0","0","0","0","49","5","3"
"合計","253","77","43","102","24","9","118","23","9"
"定点数","41","41","41","41","41","41","25","25","25"


