"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年39週
"集計期間終了週",2014年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","22","15","37","408"
"RSウイルス感染症","108","86","194","261"
"咽頭結膜熱","46","42","88","261"
"Ａ群溶血性レンサ球菌咽頭炎","182","156","338","261"
"感染性胃腸炎","448","392","840","261"
"水痘","63","65","128","261"
"手足口病","92","68","160","261"
"伝染性紅斑","41","41","82","261"
"突発性発しん","79","78","157","261"
"百日咳","3","1","4","261"
"ヘルパンギーナ","65","93","158","261"
"流行性耳下腺炎","37","36","73","261"
"不明発しん症","11","12","23","261"
"川崎病","1","2","3","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","10","24","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","5","2","7","25"
"マイコプラズマ肺炎","7","2","9","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
