"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年32週"
"集計期間終了週","2018年32週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","1","2","0","0","3","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","0","2","1","4","18","0","4","3","2","4","1","0","0","0","3","0","0","0","0","0","0","","","","","",""
"みなと","0","11","0","2","10","0","4","1","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","12","0","12","13","0","3","1","0","7","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","1","1","0","1","0","3","1","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","11","0","3","10","3","18","2","1","11","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","5","0","4","3","0","4","0","2","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","3","2","4","19","0","5","2","2","5","0","0","0","0","5","0","0","0","0","0","0","","","","","",""
"品川区","0","3","1","1","11","0","4","1","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","4","0","4","14","2","1","0","1","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","16","2","11","19","2","1","2","4","16","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","0","20","3","13","29","0","2","6","2","10","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
