"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年29週
"集計期間終了週",2009年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","37","35","72","289"
"RSウイルス感染症","2","3","5","149"
"咽頭結膜熱","35","25","60","149"
"Ａ群溶血性レンサ球菌咽頭炎","90","73","163","149"
"感染性胃腸炎","273","235","508","149"
"水痘","83","58","141","149"
"手足口病","85","82","167","149"
"伝染性紅斑","37","25","62","149"
"突発性発しん","53","50","103","149"
"百日咳","4","6","10","149"
"ヘルパンギーナ","86","96","182","149"
"流行性耳下腺炎","68","71","139","149"
"不明発しん症","18","12","30","149"
"川崎病","0","0","0","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","13","8","21","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","1","1","24"
"マイコプラズマ肺炎","2","6","8","24"
"クラミジア肺炎(オウム病は除く)","1","0","1","24"
