"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年19週
"集計期間終了週",2008年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","11","8","19","286"
"RSウイルス感染症","2","0","2","149"
"咽頭結膜熱","41","17","58","149"
"Ａ群溶血性レンサ球菌咽頭炎","137","113","250","149"
"感染性胃腸炎","370","375","745","149"
"水痘","132","118","250","149"
"手足口病","11","5","16","149"
"伝染性紅斑","8","7","15","149"
"突発性発しん","48","33","81","149"
"百日咳","3","3","6","149"
"ヘルパンギーナ","6","2","8","149"
"流行性耳下腺炎","29","20","49","149"
"不明発しん症","3","4","7","149"
"川崎病","1","2","3","149"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","9","11","20","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","1","1","2","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
