"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年7週
"集計期間終了週",2024年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4800","4109","8909","415"
"新型コロナウイルス感染症（COVID-19）","1336","1529","2865","415"
"RSウイルス感染症","18","9","27","261"
"咽頭結膜熱","49","44","93","261"
"Ａ群溶血性レンサ球菌咽頭炎","489","381","870","261"
"感染性胃腸炎","859","752","1611","261"
"水痘","24","8","32","261"
"手足口病","9","4","13","261"
"伝染性紅斑","6","15","21","261"
"突発性発しん","26","31","57","261"
"ヘルパンギーナ","2","2","4","261"
"流行性耳下腺炎","6","4","10","261"
"不明発しん症","4","3","7","261"
"川崎病","1","1","2","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","10","9","19","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","31","17","48","25"
"COVID-19入院","99","61","160","25"
