"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2009年4月"
"集計期間終了月","2009年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","9","6","15","0","3","7","11","0","",""
"区南部","3","0","0","1","0","0","2","0","0","",""
"区西南部","6","3","0","4","0","0","5","0","0","",""
"区西部","37","17","25","21","1","4","17","4","0","",""
"区西北部","17","7","8","3","0","0","3","5","0","",""
"区東北部","3","1","0","3","0","0","3","1","0","",""
"区東部","20","4","8","10","0","0","1","4","2","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","4","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","20","1","0","",""
"北多摩北部","0","0","0","0","0","0","8","5","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","",""
"合計","108","41","47","58","1","7","72","31","2","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2009年4月"
"集計期間終了月","2009年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","7","8","2","1","0","0","7","3","0","",""
"区南部","5","0","0","0","0","0","2","0","0","",""
"区西南部","5","7","8","0","0","0","2","0","0","",""
"区西部","14","7","8","2","3","0","14","2","0","",""
"区西北部","18","4","2","2","3","0","3","1","0","",""
"区東北部","1","0","0","0","0","0","2","2","0","",""
"区東部","13","1","2","3","2","0","3","5","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","6","1","5","0","2","1","1","0","0","",""
"北多摩西部","11","2","0","2","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","0","0","",""
"北多摩北部","2","0","0","0","1","0","5","8","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","82","30","27","10","11","1","47","21","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2009年4月"
"集計期間終了月","2009年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","28","17","8","16","0","3","14","14","0","10","4"
"区南部","8","0","0","1","0","0","4","0","0","3","1"
"区西南部","11","10","8","4","0","0","7","0","0","5","3"
"区西部","51","24","33","23","4","4","31","6","0","11","4"
"区西北部","35","11","10","5","3","0","6","6","0","6","2"
"区東北部","4","1","0","3","0","0","5","3","0","3","1"
"区東部","33","5","10","13","2","0","4","9","2","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","6","1","5","0","2","1","5","0","0","5","1"
"北多摩西部","11","2","0","2","0","0","0","0","0","2","1"
"北多摩南部","1","0","0","1","0","0","28","1","0","3","2"
"北多摩北部","2","0","0","0","1","0","13","13","0","1","2"
"島しょ","0","0","0","0","0","0","2","0","0","0","1"
"合計","190","71","74","68","12","8","119","52","2","55","24"


