"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年32週
"集計期間終了週",2006年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","1","1","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","47","44","91","142"
"Ａ群溶血性レンサ球菌咽頭炎","49","34","83","142"
"感染性胃腸炎","169","155","324","142"
"水痘","33","21","54","142"
"手足口病","70","71","141","142"
"伝染性紅斑","22","18","40","142"
"突発性発しん","40","47","87","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","42","37","79","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","35","52","87","142"
"不明発しん症","10","17","27","142"
"川崎病","3","1","4","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","3","3","6","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"成人麻しん","0","0","0","25"
