"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年38週
"集計期間終了週",2021年38週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","0","1","410"
"RSウイルス感染症","13","22","35","260"
"咽頭結膜熱","6","7","13","260"
"Ａ群溶血性レンサ球菌咽頭炎","13","23","36","260"
"感染性胃腸炎","264","239","503","260"
"水痘","17","10","27","260"
"手足口病","22","25","47","260"
"伝染性紅斑","3","1","4","260"
"突発性発しん","41","56","97","260"
"ヘルパンギーナ","28","21","49","260"
"流行性耳下腺炎","5","5","10","260"
"不明発しん症","6","5","11","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","6","10","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
