"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年11月"
"集計期間終了月","2016年11月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","3","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","1","0","2","0","0","0","0","0"
"20～24歳","18","4","5","12","0","0","0","0","0"
"25～29歳","24","8","10","16","0","0","0","1","0"
"30～34歳","24","3","15","21","0","0","0","0","0"
"35～39歳","18","8","16","21","0","0","1","0","0"
"40～44歳","27","12","11","13","0","0","2","0","0"
"45～49歳","11","14","11","5","0","0","2","0","0"
"50～54歳","8","8","7","4","0","0","2","0","0"
"55～59歳","8","6","0","3","0","0","1","0","0"
"60～64歳","0","1","5","0","0","0","3","0","0"
"65～69歳","3","2","0","0","0","0","4","0","0"
"70歳以上","0","3","0","0","0","0","12","0","0"
"合計","144","70","80","97","0","0","40","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年11月"
"集計期間終了月","2016年11月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","1","0"
"1～4歳","0","0","0","0","0","0","2","1","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","8","0","2","3","2","0","0","0","0"
"20～24歳","31","6","7","6","1","0","0","0","0"
"25～29歳","24","5","6","4","3","0","0","0","0"
"30～34歳","12","6","4","6","1","0","0","0","0"
"35～39歳","16","1","5","3","1","0","0","0","0"
"40～44歳","12","1","1","3","0","0","0","0","0"
"45～49歳","4","1","0","3","1","0","0","0","0"
"50～54歳","1","1","0","1","0","0","0","0","0"
"55～59歳","3","1","0","0","0","0","0","0","0"
"60～64歳","0","2","0","0","0","0","3","0","0"
"65～69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","10","1","2"
"合計","112","26","25","29","9","0","21","3","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2016年11月"
"集計期間終了月","2016年11月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","14","1","0"
"1～4歳","0","0","0","0","0","0","4","1","0"
"5～9歳","0","0","0","0","0","0","3","2","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","11","1","2","5","2","0","0","0","0"
"20～24歳","49","10","12","18","1","0","0","0","0"
"25～29歳","48","13","16","20","3","0","0","1","0"
"30～34歳","36","9","19","27","1","0","0","0","0"
"35～39歳","34","9","21","24","1","0","1","0","0"
"40～44歳","39","13","12","16","0","0","2","0","0"
"45～49歳","15","15","11","8","1","0","2","0","0"
"50～54歳","9","9","7","5","0","0","2","0","0"
"55～59歳","11","7","0","3","0","0","1","0","0"
"60～64歳","0","3","5","0","0","0","6","0","0"
"65～69歳","3","3","0","0","0","0","4","0","0"
"70歳以上","0","4","0","0","0","0","22","1","2"
"合計","256","96","105","126","9","0","61","6","2"
"定点数","55","55","55","55","55","55","25","25","25"


