"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年34週
"集計期間終了週",2022年34週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","2","5","409"
"RSウイルス感染症","204","163","367","256"
"咽頭結膜熱","6","4","10","256"
"Ａ群溶血性レンサ球菌咽頭炎","16","12","28","256"
"感染性胃腸炎","274","230","504","256"
"水痘","9","3","12","256"
"手足口病","706","618","1324","256"
"伝染性紅斑","0","1","1","256"
"突発性発しん","39","34","73","256"
"ヘルパンギーナ","180","190","370","256"
"流行性耳下腺炎","7","5","12","256"
"不明発しん症","7","6","13","256"
"川崎病","1","2","3","256"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","5","3","8","37"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
