"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年15週"
"集計期間終了週","2015年15週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中央区","6","1","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","1","4","5","15","2","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","1","0","7","19","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","0","0","0","2","14","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","0","1","8","15","0","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","0","0","21","10","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","5","0","0","17","47","5","0","3","13","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","0","1","11","29","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","7","18","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","15","1","4","27","76","4","1","16","6","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","9","0","1","12","68","4","2","2","2","0","0","2","0","1","0","0","0","0","0","0","1","0","","","","","",""
"渋谷区","4","0","0","1","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","4","0","0","7","15","1","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","9","0","1","9","33","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","3","0","0","3","9","0","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","4","0","3","20","0","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","0","1","6","27","0","1","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","1","0","2","17","1","0","10","0","0","0","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","14","0","1","13","26","6","0","6","4","0","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"足立","18","0","0","17","52","3","2","4","0","0","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","6","0","0","5","21","3","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","16","0","2","10","38","1","0","3","5","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","6","0","2","28","69","7","1","8","5","0","0","6","1","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","1","0","1","16","38","1","1","4","5","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","15","0","2","4","28","1","0","3","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","0","0","11","33","1","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","11","0","0","21","41","2","0","5","3","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","14","1","3","25","82","3","5","10","13","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","19","3","4","23","55","12","0","5","6","0","0","1","4","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","219","13","28","326","932","66","16","114","89","1","1","29","11","4","0","5","0","0","0","0","2","4","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年15週"
"集計期間終了週","2015年15週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中央区","7","0","0","1","4","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","1","3","2","6","16","0","0","1","2","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","2","0","0","6","15","2","1","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"文京","0","0","0","3","9","3","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","2","0","0","8","18","0","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","0","1","11","15","1","0","4","3","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","11","1","1","15","47","0","0","4","2","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","0","0","8","32","2","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","7","15","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","15","0","3","25","71","1","0","14","8","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","13","0","3","17","48","2","6","2","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","1","5","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","5","0","0","5","19","2","0","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","0","1","6","22","0","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","6","3","0","3","8","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北区","4","5","0","0","20","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","1","1","6","15","3","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","1","0","1","26","0","0","4","1","0","0","5","0","0","0","1","0","0","0","0","1","0","","","","","",""
"練馬区","13","1","1","12","33","8","0","7","8","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","18","0","1","17","39","5","0","13","0","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","6","1","0","6","19","3","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","7","1","0","10","42","1","1","2","0","0","0","1","2","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","7","1","2","22","66","9","2","9","5","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","0","0","38","37","2","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","12","0","0","4","16","1","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","0","0","12","25","1","0","7","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","0","0","21","43","0","0","3","4","0","0","1","0","0","0","0","0","0","0","0","1","0","","","","","",""
"多摩府中","11","0","1","20","72","6","5","11","9","0","0","3","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","10","0","1","25","47","7","2","7","6","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","198","18","18","316","848","63","19","125","78","1","0","32","7","1","0","9","0","1","2","0","3","2","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2015年15週"
"集計期間終了週","2015年15週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","4","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","0"
"中央区","13","1","0","6","10","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","4","4","6","11","31","2","0","3","6","0","0","1","0","0","0","0","0","0","1","0","0","0","9","6","0","1","1","0"
"新宿区","3","1","0","13","34","4","2","1","4","0","0","0","0","0","0","0","0","1","0","0","0","1","12","8","2","2","2","0"
"文京","0","0","0","5","23","5","0","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","3","0","1","16","33","0","2","7","3","0","0","1","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0"
"墨田区","8","0","1","32","25","1","0","4","5","0","0","6","1","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","16","1","1","32","94","5","0","7","15","0","0","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","3","0","1","19","61","5","0","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","0","0","14","33","1","1","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","30","1","7","52","147","5","1","30","14","0","0","0","2","0","0","2","0","0","0","0","0","0","20","13","2","1","1","0"
"世田谷","22","0","4","29","116","6","8","4","7","0","0","2","1","1","0","0","0","0","0","0","1","0","25","16","2","2","2","0"
"渋谷区","10","0","0","2","12","3","0","3","0","0","0","0","1","0","0","0","0","0","0","0","2","0","7","4","1","1","1","0"
"中野区","9","0","0","12","34","3","0","8","4","0","1","0","1","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","12","0","2","15","55","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","15","11","1","2","2","0"
"池袋","9","3","0","6","17","0","0","3","2","0","0","2","0","0","0","2","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","11","9","0","3","40","1","0","9","3","0","0","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","7","1","2","12","42","3","1","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","11","2","0","3","43","1","0","14","1","0","0","6","1","1","0","2","0","0","0","0","1","0","16","10","2","1","1","0"
"練馬区","27","1","2","25","59","14","0","13","12","0","0","4","0","1","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","36","0","1","34","91","8","2","17","0","0","0","1","1","0","0","3","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","12","1","0","11","40","6","1","4","1","0","0","0","0","0","0","2","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","23","1","2","20","80","2","1","5","5","1","0","5","2","1","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","13","1","4","50","135","16","3","17","10","0","0","8","2","0","0","0","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","3","0","1","54","75","3","1","8","6","0","0","1","1","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","27","0","2","8","44","2","0","6","3","0","0","4","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","9","0","0","23","58","2","0","12","7","0","0","2","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","24","0","0","42","84","2","0","8","7","0","0","4","0","0","0","0","0","0","0","0","1","0","21","14","2","1","1","0"
"多摩府中","25","1","4","45","154","9","10","21","22","0","0","4","0","1","0","0","0","0","1","0","0","0","32","20","3","3","3","0"
"多摩小平","29","3","5","48","102","19","2","12","12","1","0","4","4","0","0","1","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","12","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","417","31","46","642","1780","129","35","239","167","2","1","61","18","5","0","14","0","1","2","0","5","6","411","263","39","25","25","0"


