"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年35週
"集計期間終了週",2018年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6","4","10","408"
"RSウイルス感染症","277","232","509","254"
"咽頭結膜熱","37","31","68","254"
"Ａ群溶血性レンサ球菌咽頭炎","165","159","324","254"
"感染性胃腸炎","501","410","911","254"
"水痘","20","25","45","254"
"手足口病","124","105","229","254"
"伝染性紅斑","134","126","260","254"
"突発性発しん","64","70","134","254"
"ヘルパンギーナ","185","194","379","254"
"流行性耳下腺炎","22","7","29","254"
"不明発しん症","15","27","42","254"
"川崎病","4","4","8","254"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","22","14","36","38"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","4","6","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
