"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","0","4","6","0","1","2","0","0","0","",""
"中央区","9","4","1","2","0","0","0","0","0","0","",""
"みなと","14","38","13","3","0","0","3","0","0","0","",""
"新宿区","37","10","31","30","0","7","7","4","0","0","",""
"文京","2","0","2","1","0","0","0","4","0","0","",""
"台東","0","3","0","0","0","0","0","0","0","0","",""
"墨田区","2","2","1","2","0","0","3","3","0","0","",""
"江東区","6","5","2","12","0","0","0","0","0","0","",""
"品川区","2","3","1","2","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","2","0","0","0","1","0","0","",""
"世田谷","0","0","0","0","0","0","2","1","0","0","",""
"渋谷区","5","2","1","1","0","0","2","0","0","0","",""
"中野区","4","3","0","2","0","1","0","0","0","0","",""
"杉並","2","0","0","2","0","0","0","0","0","0","",""
"池袋","10","1","3","6","0","0","1","2","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","3","0","1","2","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","1","0","0","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","3","5","0","0","",""
"江戸川","1","1","0","0","0","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","4","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","1","0","0","0","16","3","0","0","",""
"多摩小平","0","0","0","0","0","0","3","3","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","110","72","61","73","0","9","46","26","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","0","",""
"中央区","0","1","0","0","0","0","0","0","0","0","",""
"みなと","3","8","9","2","0","1","1","0","0","0","",""
"新宿区","7","5","11","3","0","1","10","0","0","0","",""
"文京","0","0","0","0","0","0","1","0","0","0","",""
"台東","1","0","0","0","0","1","0","0","0","0","",""
"墨田区","1","0","0","1","0","0","1","0","0","0","",""
"江東区","0","0","0","0","0","0","0","0","0","0","",""
"品川区","0","0","1","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","6","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","4","5","2","1","0","0","0","0","0","0","",""
"中野区","1","0","0","1","0","0","0","0","0","0","",""
"杉並","0","2","1","1","0","0","0","0","0","0","",""
"池袋","9","2","3","2","1","0","2","4","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","1","0","0","0","0","3","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","4","0","1","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","5","1","0","0","",""
"江戸川","5","0","0","0","1","0","0","0","0","0","",""
"八王子市","4","2","0","0","1","0","1","0","0","0","",""
"町田市","3","1","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","9","0","2","1","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","6","0","0","0","",""
"多摩小平","0","0","0","0","0","0","1","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","58","27","30","12","3","3","33","5","0","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2014年1月"
"集計期間終了月","2014年1月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","11","0","4","6","0","1","3","0","0","0","2","2"
"中央区","9","5","1","2","0","0","0","0","0","0","3","0"
"みなと","17","46","22","5","0","1","4","0","0","0","2","1"
"新宿区","44","15","42","33","0","8","17","4","0","0","7","2"
"文京","2","0","2","1","0","0","1","4","0","0","1","1"
"台東","1","3","0","0","0","1","0","0","0","0","2","0"
"墨田区","3","2","1","3","0","0","4","3","0","0","2","1"
"江東区","6","5","2","12","0","0","0","0","0","0","2","0"
"品川区","2","3","2","2","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","7","0","0","2","0","0","0","1","0","0","2","1"
"世田谷","0","0","0","0","0","0","3","1","0","0","0","2"
