"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2009年53週
"集計期間終了週",2009年53週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","578","567","1145","275"
"RSウイルス感染症","31","39","70","142"
"咽頭結膜熱","5","5","10","142"
"Ａ群溶血性レンサ球菌咽頭炎","26","26","52","142"
"感染性胃腸炎","406","379","785","142"
"水痘","69","49","118","142"
"手足口病","6","4","10","142"
"伝染性紅斑","4","4","8","142"
"突発性発しん","21","14","35","142"
"百日咳","0","2","2","142"
"ヘルパンギーナ","4","2","6","142"
"流行性耳下腺炎","22","28","50","142"
"不明発しん症","0","4","4","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","33"
"流行性角結膜炎","1","1","2","33"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","0","0","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
