"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年22週
"集計期間終了週",2010年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","14","10","24","287"
"RSウイルス感染症","2","2","4","149"
"咽頭結膜熱","36","18","54","149"
"Ａ群溶血性レンサ球菌咽頭炎","170","165","335","149"
"感染性胃腸炎","593","499","1092","149"
"水痘","146","120","266","149"
"手足口病","67","51","118","149"
"伝染性紅斑","54","60","114","149"
"突発性発しん","40","34","74","149"
"百日咳","9","21","30","149"
"ヘルパンギーナ","79","71","150","149"
"流行性耳下腺炎","76","71","147","149"
"不明発しん症","7","11","18","149"
"川崎病","2","0","2","149"
"急性出血性結膜炎","1","1","2","39"
"流行性角結膜炎","9","11","20","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","2","6","8","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
