"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2020年9月"
"集計期間終了月","2020年9月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1～4歳","0","0","0","0","0","0","3","0","0"
"5～9歳","0","0","0","0","0","0","0","0","0"
"10～14歳","0","0","0","0","0","0","3","0","0"
"15～19歳","1","0","0","0","0","0","0","0","0"
"20～24歳","17","4","3","13","0","0","0","0","0"
"25～29歳","31","5","16","23","0","0","1","0","0"
"30～34歳","22","3","17","15","0","0","2","0","0"
"35～39歳","12","9","12","7","0","0","0","0","0"
"40～44歳","10","2","4","3","0","0","0","0","0"
"45～49歳","4","4","8","7","0","0","1","0","0"
"50～54歳","6","3","5","1","0","0","1","0","0"
"55～59歳","1","3","3","3","0","0","0","0","0"
"60～64歳","2","0","2","2","0","0","4","0","0"
"65～69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","0","0","19","0","0"
"合計","106","34","70","74","0","0","40","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2020年9月"
"集計期間終了月","2020年9月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","0","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","1","0","0","0","0","0","0","0","0"
"15～19歳","2","3","4","2","0","0","0","0","0"
"20～24歳","21","6","15","1","1","0","0","0","0"
"25～29歳","18","3","14","4","1","0","0","0","0"
"30～34歳","7","3","9","1","0","0","2","0","0"
"35～39歳","11","2","4","4","1","0","0","0","0"
"40～44歳","2","1","2","2","0","0","1","0","0"
"45～49歳","2","2","1","0","0","0","0","0","0"
"50～54歳","2","3","0","0","1","0","0","0","0"
"55～59歳","1","2","0","0","0","0","2","0","0"
"60～64歳","0","0","0","0","0","0","1","0","0"
"65～69歳","0","0","0","0","0","0","1","0","0"
"70歳以上","0","1","0","0","0","0","12","0","0"
"合計","67","26","49","14","4","0","23","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2020年9月"
"集計期間終了月","2020年9月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1～4歳","0","0","0","0","0","0","5","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0"
"10～14歳","1","0","0","0","0","0","3","0","0"
"15～19歳","3","3","4","2","0","0","0","0","0"
"20～24歳","38","10","18","14","1","0","0","0","0"
"25～29歳","49","8","30","27","1","0","1","0","0"
"30～34歳","29","6","26","16","0","0","4","0","0"
"35～39歳","23","11","16","11","1","0","0","0","0"
"40～44歳","12","3","6","5","0","0","1","0","0"
"45～49歳","6","6","9","7","0","0","1","0","0"
"50～54歳","8","6","5","1","1","0","1","0","0"
"55～59歳","2","5","3","3","0","0","2","0","0"
"60～64歳","2","0","2","2","0","0","5","0","0"
"65～69歳","0","1","0","0","0","0","5","0","0"
"70歳以上","0","1","0","0","0","0","31","0","0"
"合計","173","60","119","88","4","0","63","0","0"
"定点数","54","54","54","54","54","54","25","25","25"


