"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年52週
"集計期間終了週",2014年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","6824","6855","13679","415"
"RSウイルス感染症","197","161","358","262"
"咽頭結膜熱","75","56","131","262"
"Ａ群溶血性レンサ球菌咽頭炎","330","293","623","262"
"感染性胃腸炎","1593","1597","3190","262"
"水痘","112","106","218","262"
"手足口病","34","33","67","262"
"伝染性紅斑","78","82","160","262"
"突発性発しん","47","47","94","262"
"百日咳","1","1","2","262"
"ヘルパンギーナ","1","6","7","262"
"流行性耳下腺炎","45","27","72","262"
"不明発しん症","12","6","18","262"
"川崎病","3","2","5","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","14","23","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","4","2","6","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","33","32","65","25"
