"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年43週
"集計期間終了週",2022年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","2","9","412"
"RSウイルス感染症","114","113","227","260"
"咽頭結膜熱","6","5","11","260"
"Ａ群溶血性レンサ球菌咽頭炎","38","30","68","260"
"感染性胃腸炎","472","388","860","260"
"水痘","23","16","39","260"
"手足口病","147","141","288","260"
"伝染性紅斑","3","1","4","260"
"突発性発しん","41","40","81","260"
"ヘルパンギーナ","36","33","69","260"
"流行性耳下腺炎","7","5","12","260"
"不明発しん症","5","3","8","260"
"川崎病","5","0","5","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","2","1","3","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
