"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2014年50週"
"集計期間終了週","2014年50週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","0","1","1","4","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","17","1","0","6","12","1","1","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","","","","","",""
"みなと","53","8","6","6","34","2","7","1","3","0","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","37","13","0","7","40","1","1","0","3","0","0","3","0","1","0","0","0","0","0","0","0","3","","","","","",""
"文京","54","0","1","5","11","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","19","3","0","0","32","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","39","2","3","5","35","2","0","1","1","0","0","3","1","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","95","9","2","15","118","6","2","9","5","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","42","7","0","6","63","2","2","3","2","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","23","1","0","2","34","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","120","12","1","15","116","14","4","3","1","0","1","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","131","9","9","27","122","13","3","2","3","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","18","0","0","2","18","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"中野区","50","2","1","5","54","3","0","5","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","92","6","2","8","71","3","2","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","46","1","0","4","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北区","29","2","0","1","40","12","2","5","3","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","44","12","0","10","26","4","3","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","57","0","0","3","32","4","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","124","14","8","19","57","8","2","10","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","93","18","3","16","81","12","1","1","2","0","0","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","33","3","0","8","82","5","15","6","1","0","0","0","0","0","0","1","0","0","1","0","0","0","","","","","",""
"江戸川","140","4","17","39","89","4","8","4","1","0","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","77","26","2","45","103","8","1","11","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","88","2","1","35","80","4","2","13","2","0","3","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","101","7","0","9","26","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","79","28","2","16","43","1","0","6","3","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","125","13","6","14","72","7","1","9","6","0","3","5","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","143","19","5","26","89","15","8","3","9","0","0","2","0","0","1","3","0","0","0","0","0","0","","","","","",""
"多摩小平","157","26","16","43","79","20","2","7","7","0","2","2","0","0","0","1","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2141","248","86","398","1672","154","68","116","69","0","9","40","8","2","1","16","0","1","4","0","0","5","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2014年50週"
"集計期間終了週","2014年50週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","16","1","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","19","1","0","3","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","51","7","5","5","36","1","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","38","7","0","1","38","1","0","1","3","0","0","2","0","2","0","0","0","0","0","0","0","0","","","","","",""
"文京","50","2","2","3","12","0","2","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","9","4","0","6","41","3","0","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","31","5","1","3","33","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","82","8","0","18","99","6","0","12","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","22","3","0","10","53","5","2","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","32","1","0","1","31","6","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"大田区","93","15","1","25","110","14","2","3","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","136","6","3","14","89","9","6","0","7","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","16","0","0","2","20","2","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"中野区","34","1","0","2","64","5","1","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","80","5","0","7","55","2","0","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","47","2","1","1","10","2","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北区","36","4","1","5","47","15","0","7","2","0","0","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","26","6","0","6","20","7","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","61","1","0","2","47","3","0","5","0","0","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","143","7","3","18","51","3","1","12","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
