"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年39週
"集計期間終了週",2012年39週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","8","15","415"
"RSウイルス感染症","319","250","569","261"
"咽頭結膜熱","76","57","133","261"
"Ａ群溶血性レンサ球菌咽頭炎","170","122","292","261"
"感染性胃腸炎","531","467","998","261"
"水痘","56","50","106","261"
"手足口病","68","66","134","261"
"伝染性紅斑","1","4","5","261"
"突発性発しん","106","85","191","261"
"百日咳","2","5","7","261"
"ヘルパンギーナ","74","82","156","261"
"流行性耳下腺炎","34","24","58","261"
"不明発しん症","26","35","61","261"
"川崎病","3","0","3","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","10","17","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","2","3","25"
"マイコプラズマ肺炎","13","16","29","25"
"クラミジア肺炎(オウム病は除く)","1","1","2","25"
"インフルエンザ入院","0","1","1","25"
