"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年32週
"集計期間終了週",2018年32週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","2","9","367"
"RSウイルス感染症","209","186","395","239"
"咽頭結膜熱","33","25","58","239"
"Ａ群溶血性レンサ球菌咽頭炎","167","137","304","239"
"感染性胃腸炎","472","360","832","239"
"水痘","20","21","41","239"
"手足口病","137","133","270","239"
"伝染性紅斑","89","98","187","239"
"突発性発しん","53","51","104","239"
"ヘルパンギーナ","303","324","627","239"
"流行性耳下腺炎","13","8","21","239"
"不明発しん症","14","10","24","239"
"川崎病","3","0","3","239"
"急性出血性結膜炎","0","0","0","36"
"流行性角結膜炎","24","14","38","36"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
