"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年52週
"集計期間終了週",2023年52週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3889","3825","7714","403"
"新型コロナウイルス感染症（COVID-19）","674","723","1397","403"
"RSウイルス感染症","2","2","4","252"
"咽頭結膜熱","252","229","481","252"
"Ａ群溶血性レンサ球菌咽頭炎","633","543","1176","252"
"感染性胃腸炎","1243","1143","2386","252"
"水痘","28","23","51","252"
"手足口病","37","23","60","252"
"伝染性紅斑","4","6","10","252"
"突発性発しん","16","22","38","252"
"ヘルパンギーナ","2","2","4","252"
"流行性耳下腺炎","2","4","6","252"
"不明発しん症","1","3","4","252"
"川崎病","3","1","4","252"
"急性出血性結膜炎","1","0","1","37"
"流行性角結膜炎","18","22","40","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","43","26","69","25"
"COVID-19入院","51","49","100","25"
