"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2014年46週"
"集計期間終了週","2014年46週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","21","0","0","12","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","38","3","2","52","5","3","1","31","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","72","16","6","119","10","22","3","48","0","3","4","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","5","34","10","20","99","13","16","7","8","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","4","22","14","30","89","17","15","6","2","0","4","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","11","5","16","40","78","24","7","18","3","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","8","2","3","67","77","10","6","15","1","0","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","10","1","1","46","44","12","2","7","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","17","1","4","47","45","9","3","13","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","6","0","0","38","50","8","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","8","0","0","19","37","3","0","3","0","1","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"10～14歳","40","0","4","38","91","3","1","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15～19歳","12","0","0","2","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","8","0","1","7","64","0","1","0","0","0","1","2","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30～39歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"40～49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
