"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年4週
"集計期間終了週",2015年4週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4842","4783","9625","416"
"RSウイルス感染症","78","70","148","263"
"咽頭結膜熱","42","28","70","263"
"Ａ群溶血性レンサ球菌咽頭炎","368","329","697","263"
"感染性胃腸炎","1251","1181","2432","263"
"水痘","71","55","126","263"
"手足口病","15","9","24","263"
"伝染性紅斑","110","108","218","263"
"突発性発しん","55","73","128","263"
"百日咳","1","1","2","263"
"ヘルパンギーナ","3","2","5","263"
"流行性耳下腺炎","15","24","39","263"
"不明発しん症","3","4","7","263"
"川崎病","1","3","4","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","4","8","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","4","2","6","25"
"インフルエンザ入院","41","25","66","25"
