"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年46週
"集計期間終了週",2015年46週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","32","29","61","411"
"RSウイルス感染症","166","144","310","259"
"咽頭結膜熱","41","48","89","259"
"Ａ群溶血性レンサ球菌咽頭炎","358","297","655","259"
"感染性胃腸炎","1000","871","1871","259"
"水痘","73","69","142","259"
"手足口病","34","23","57","259"
"伝染性紅斑","40","49","89","259"
"突発性発しん","78","65","143","259"
"百日咳","4","4","8","259"
"ヘルパンギーナ","6","4","10","259"
"流行性耳下腺炎","79","62","141","259"
"不明発しん症","10","9","19","259"
"川崎病","1","2","3","259"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","18","12","30","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","24","16","40","25"
"クラミジア肺炎(オウム病は除く)","1","2","3","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","1","0","1","25"
